
CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-3-4,11,7,4,4,3,2,87,77,53,1009,1004,999,19,9,5,19,11,,0.00,7,Rain,79<br />
2014-3-5,10,7,3,6,4,3,100,83,62,1025,1016,1009,10,6,2,11,5,,0.00,6,Fog-Rain,314<br />
2014-3-6,10,7,2,5,4,1,94,80,51,1031,1029,1025,14,6,2,11,6,,0.00,6,Fog-Rain,286<br />
2014-3-7,11,4,-3,2,1,-3,100,76,40,1030,1028,1026,11,7,0,16,6,,0.00,7,Fog,170<br />
2014-3-8,13,8,3,3,-2,-6,93,53,16,1035,1033,1026,31,10,5,11,5,,0.00,5,,15<br />
2014-3-9,17,9,2,3,0,-4,87,52,18,1034,1033,1031,31,15,7,19,8,,0.00,,,136<br />
2014-3-10,17,10,3,1,-1,-4,75,46,16,1031,1027,1025,31,21,14,13,8,,0.00,,,118<br />
2014-3-11,14,8,1,5,2,-2,93,64,30,1036,1031,1027,26,9,3,19,8,,0.00,3,,18<br />
2014-3-12,15,8,2,-1,-4,-7,81,46,13,1037,1035,1032,31,31,31,11,5,,0.00,,,34<br />
2014-3-13,17,8,-1,-1,-3,-6,87,46,12,1032,1028,1025,31,30,26,10,3,,0.00,,,299<br />
2014-3-14,13,6,-1,3,1,-2,93,67,40,1027,1023,1011,31,15,10,14,6,,0.00,,Fog,265<br />
2014-3-15,11,8,5,5,1,-4,87,56,23,1012,1009,1005,31,14,8,42,29,71,1.02,6,Rain,284<br />
2014-3-16,11,8,6,8,7,4,100,82,63,1011,1006,1003,31,11,5,40,31,66,0.00,6,Rain,285<br />
2014-3-17,12,10,8,8,6,4,93,75,55,1016,1013,1010,31,12,10,40,31,61,0.25,6,Rain,273<br />
2014-3-18,13,9,6,7,5,4,93,74,46,1016,1012,1008,31,13,8,35,18,,0.00,6,Rain,259<br />
2014-3-19,11,9,7,8,6,5,93,80,63,1017,1014,1008,31,13,6,29,19,,0.76,6,Rain,265<br />
2014-3-20,19,13,6,6,3,0,81,48,20,1020,1016,1009,31,26,14,29,19,,0.00,,,219<br />
2014-3-21,22,14,6,7,3,-2,76,45,16,1011,1007,1002,31,13,10,45,21,64,0.00,4,Rain,231<br />
2014-3-22,11,8,4,8,5,1,93,78,57,1011,1005,1001,31,14,6,21,10,,2.03,5,Rain,187<br />
2014-3-23,9,7,4,5,3,1,93,72,43,1007,1005,1002,31,14,10,16,10,,0.00,6,Rain,262<br />
2014-3-24,8,6,2,3,2,0,93,78,46,1012,1010,1007,23,12,10,16,6,,0.51,6,Fog-Rain-Thunderstorm,315<br />
2014-3-25,8,4,1,5,2,1,100,90,59,1012,1010,1008,26,12,6,18,8,37,7.11,6,Fog-Rain-Hail-Thunderstorm,280<br />
2014-3-26,11,6,1,3,2,0,100,71,39,1022,1017,1010,31,15,10,26,10,,0.00,3,Fog-Rain,84<br />
2014-3-27,12,7,2,4,1,-2,93,64,31,1021,1019,1017,31,15,10,24,13,35,0.00,2,,60<br />
2014-3-28,9,6,3,7,4,3,100,86,72,1025,1022,1020,31,9,5,16,10,,0.00,6,Fog,44<br />
2014-3-29,16,9,1,9,6,2,100,80,48,1026,1024,1022,13,5,0,16,6,,0.00,3,Fog,58<br />
2014-3-30,19,12,6,8,4,-2,93,58,14,1022,1018,1015,18,10,3,16,6,,0.00,,Fog,47<br />
2014-3-31,16,9,3,7,3,-2,88,61,23,1016,1014,1013,26,14,10,14,5,,0.00,3,Fog,337<br />
2014-4-1,15,9,3,7,4,1,93,72,39,1015,1014,1013,19,9,6,21,6,,0.00,8,Fog-Rain,27<br />
2014-4-2,19,12,5,6,4,2,81,57,27,1014,1011,1006,26,18,10,21,16,35,0.00,8,Rain,108<br />
2014-4-3,22,15,8,8,6,4,82,58,26,1008,1005,1004,19,13,9,23,8,,0.00,,,76<br />
2014-4-4,12,9,6,7,3,1,81,64,42,1013,1011,1009,31,15,10,26,16,,0.00,7,Rain,65<br />
2014-4-5,13,10,7,7,4,2,81,64,43,1017,1015,1013,31,16,10,23,14,,0.00,7,Rain,78<br />
2014-4-6,18,13,8,8,6,2,87,59,30,1018,1017,1016,26,12,6,21,8,,0.00,5,Rain,250<br />
2014-4-7,20,16,12,13,11,6,94,70,46,1018,1016,1011,31,13,5,18,10,,0.00,6,Rain,215<br />
2014-4-8,18,12,6,11,7,0,93,62,28,1015,1010,1007,31,15,10,48,18,74,0.51,5,Rain,240<br />
2014-4-9,12,9,5,7,4,2,93,71,41,1018,1016,1015,31,13,10,34,24,60,0.00,6,Rain,276<br />
2014-4-10,9,7,6,6,4,1,93,73,52,1022,1019,1016,31,12,10,19,13,,0.00,6,Rain,344<br />
2014-4-11,12,8,3,8,4,1,93,70,43,1022,1020,1018,31,11,3,14,6,,0.00,6,Rain,190<br />
2014-4-12,15,10,6,9,6,1,100,74,32,1020,1017,1014,31,8,0,14,5,,0.25,7,Fog-Rain,289<br />
2014-4-13,15,11,7,8,4,0,93,63,27,1015,1014,1012,31,16,10,29,13,45,0.00,5,Rain,271<br />
2014-4-14,11,8,4,6,3,0,93,72,47,1013,1008,1005,31,11,8,34,19,60,4.06,5,Rain-Hail,278<br />
2014-4-15,11,8,4,6,2,1,87,71,47,1025,1018,1012,31,13,10,26,18,42,0.76,5,Rain-Hail,311<br />
2014-4-16,13,6,-1,3,-2,-7,100,56,16,1032,1029,1025,26,14,10,14,6,,0.00,1,Fog,6<br />
2014-4-17,14,7,1,-1,-3,-5,81,44,17,1030,1023,1010,31,31,31,26,8,,0.00,,,188<br />
2014-4-18,12,9,6,6,3,-2,93,69,34,1016,1010,1007,31,13,10,21,11,,0.00,5,Rain,266<br />
2014-4-19,21,12,4,11,7,3,100,71,33,1020,1017,1015,31,17,8,24,8,34,0.00,4,Fog-Rain,24<br />
2014-4-20,20,16,11,9,8,5,82,58,28,1015,1012,1010,31,19,10,27,14,,0.25,4,Rain,64<br />
2014-4-21,18,14,11,11,9,6,94,72,36,1012,1008,1007,31,14,10,32,14,55,1.02,6,Rain,75<br />
2014-4-22,21,16,11,12,9,8,88,65,33,1015,1011,1008,31,15,10,21,10,,0.00,6,Rain-Thunderstorm,88<br />
2014-4-23,20,14,9,14,12,9,94,76,46,1021,1019,1015,31,16,10,19,5,,2.03,5,Fog-Rain-Thunderstorm,32<br />
2014-4-24,18,13,8,12,11,8,100,84,56,1022,1021,1019,31,9,0,14,6,,0.00,6,Fog,18<br />
2014-4-25,22,17,11,12,8,3,100,58,20,1019,1016,1014,31,18,8,32,11,,0.00,,Fog,62<br />
2014-4-26,22,16,9,12,9,6,87,61,31,1014,1012,1009,31,19,10,23,8,,0.00,4,Thunderstorm,59<br />
2014-4-27,19,14,11,11,10,8,94,72,42,1010,1008,1007,31,12,3,27,13,,0.00,5,,64<br />
2014-4-28,21,16,11,10,7,3,94,58,22,1012,1010,1009,31,12,6,27,11,,0.00,3,,57<br />
2014-4-29,22,14,7,7,3,0,76,41,16,1012,1011,1009,31,26,10,13,5,,0.00,1,,354<br />
2014-4-30,22,17,11,5,2,-2,62,35,14,1011,1009,1008,31,30,26,19,6,,0.00,,,360<br />
2014-5-1,20,16,11,9,6,3,76,54,27,1013,1010,1008,31,15,10,21,6,27,0.00,5,Rain,318<br />
2014-5-2,11,7,4,4,3,2,93,82,50,1022,1017,1013,31,13,9,23,14,,6.10,7,Rain,52<br />
2014-5-3,14,8,2,4,-2,-8,87,51,13,1024,1022,1021,31,31,31,21,8,,0.00,,,13<br />
2014-5-4,10,6,1,3,1,-1,93,66,37,1022,1022,1021,10,10,10,18,10,,0.00,6,,295<br />
2014-5-5,14,8,2,5,2,-1,100,61,25,1022,1019,1017,31,13,10,11,3,,0.00,6,Fog,173<br />
2014-5-6,20,13,6,10,4,1,77,52,27,1018,1013,1008,31,23,10,26,11,39,0.00,8,Rain,147<br />
2014-5-7,19,14,10,11,8,3,94,65,33,1011,1008,1005,31,14,10,29,13,48,0.00,3,Fog-Rain,242<br />
2014-5-8,17,12,8,9,7,6,88,66,41,1012,1011,1009,31,11,10,29,13,,0.25,6,Rain,241<br />
2014-5-9,19,14,10,13,10,5,100,78,32,1010,1008,1005,31,13,4,48,18,45,7.87,6,Rain-Thunderstorm,237<br />
2014-5-10,18,13,8,9,6,3,93,65,31,1013,1009,1003,31,13,10,32,19,,0.00,6,Rain,227<br />
2014-5-11,16,12,9,11,7,3,94,72,42,1004,1002,1000,26,11,5,35,18,52,2.03,6,Rain-Thunderstorm,230<br />
2014-5-12,14,12,9,10,7,6,93,75,47,1009,1006,1004,31,12,8,32,19,50,2.03,5,Rain,244<br />
2014-5-13,15,12,8,9,6,2,94,70,35,1016,1011,1008,31,12,10,23,14,,0.00,6,Rain,276<br />
2014-5-14,13,9,6,6,4,3,87,67,43,1027,1022,1017,31,15,10,23,13,37,0.00,5,Rain,300<br />
2014-5-15,16,11,7,9,6,4,93,68,39,1032,1030,1027,31,12,10,26,10,,0.00,5,Rain,331<br />
2014-5-16,19,12,6,6,4,-2,93,54,22,1032,1028,1025,10,10,10,23,13,39,0.00,3,,6<br />
2014-5-17,21,14,9,8,6,-2,93,57,14,1025,1020,1016,27,11,6,23,10,40,0.51,5,Rain,350<br />
2014-5-18,14,11,9,11,8,4,100,79,46,1017,1013,1012,26,12,6,14,8,,6.10,6,Rain,18<br />
2014-5-19,20,16,11,11,11,9,100,76,41,1012,1011,1010,26,11,6,14,8,,0.00,5,Rain,121<br />
2014-5-20,27,19,11,13,11,7,94,58,22,1015,1014,1012,31,20,10,14,5,,0.00,3,Fog,77<br />
2014-5-21,28,20,13,13,9,4,88,47,15,1016,1014,1012,31,30,26,24,6,,0.00,,,122<br />
2014-5-22,29,23,18,14,12,9,68,44,19,1013,1010,1007,31,27,26,26,14,,0.00,,,126<br />
2014-5-23,24,20,17,16,15,13,94,67,47,1012,1009,1006,31,16,10,21,11,,0.25,6,Rain,230<br />
2014-5-24,22,18,13,16,12,10,95,70,35,1016,1014,1012,31,13,6,11,6,,0.00,5,,336<br />
2014-5-25,24,18,13,13,10,4,94,55,18,1021,1019,1016,31,15,10,14,8,,0.00,3,,284<br />
2014-5-26,25,20,15,13,11,6,88,53,22,1021,1018,1014,31,20,10,27,11,,0.00,4,,51<br />
2014-5-27,21,16,11,15,11,8,94,70,43,1014,1011,1009,31,15,8,23,14,,4.06,6,Rain-Thunderstorm,37<br />
2014-5-28,11,10,8,10,9,7,94,92,86,1015,1012,1010,31,11,8,19,14,39,10.92,7,Rain,29<br />
2014-5-29,11,9,6,7,5,3,93,73,53,1020,1017,1015,31,11,8,19,11,,0.00,7,Fog-Rain,17<br />
2014-5-30,20,12,3,8,5,2,95,59,21,1021,1020,1019,10,10,10,19,8,,0.00,2,Fog-Rain,305<br />
2014-5-31,21,14,9,9,7,5,82,58,29,1020,1019,1017,10,10,10,21,11,,0.00,3,,288<br />
2014-6-1,18,13,8,9,6,2,93,59,25,1021,1020,1019,31,16,10,14,8,,0.00,3,,293<br />
2014-6-2,20,13,7,9,6,3,93,56,25,1021,1019,1017,31,17,10,14,6,,0.00,2,Fog,3<br />
2014-6-3,20,16,12,9,7,7,77,54,34,1018,1015,1014,10,10,10,14,5,,0.00,6,,329<br />
2014-6-4,22,18,14,11,8,5,72,48,24,1014,1010,1008,31,15,10,21,6,,0.00,6,,88<br />
2014-6-5,20,17,13,13,9,3,91,61,24,1017,1011,1007,26,12,5,29,14,,3.05,6,Rain,216<br />
2014-6-6,24,17,9,9,4,0,87,43,12,1020,1018,1017,10,10,10,14,5,,0.00,1,,202<br />
2014-6-7,29,21,13,12,8,5,72,40,16,1018,1016,1015,,,,14,5,,0.00,,,223<br />
2014-6-8,33,25,17,15,11,7,82,40,13,1019,1017,1016,31,31,31,18,5,,0.00,,,169<br />
2014-6-9,31,24,18,17,15,11,83,52,24,1022,1019,1018,31,17,10,21,11,29,0.00,4,Rain-Thunderstorm,48<br />
2014-6-10,31,25,19,18,16,13,83,56,27,1021,1019,1017,31,20,10,35,13,,0.00,5,Rain-Thunderstorm,85<br />
2014-6-11,29,24,19,19,18,16,94,73,39,1024,1021,1019,31,16,10,39,8,64,2.03,6,Rain-Thunderstorm,320<br />
2014-6-12,21,18,15,18,11,6,94,60,30,1026,1024,1022,27,12,10,21,11,,0.00,4,Rain,306<br />
2014-6-13,19,16,12,13,11,8,94,71,43,1022,1018,1014,31,13,10,23,11,39,2.03,5,Rain,291<br />
2014-6-14,19,16,12,12,10,6,88,70,41,1020,1016,1015,31,12,6,19,11,,7.87,5,Rain-Thunderstorm,318<br />
2014-6-15,22,14,8,10,7,3,94,56,22,1022,1020,1019,31,11,10,14,5,,0.00,4,Fog,304<br />
2014-6-16,21,14,8,11,7,4,87,54,29,1021,1019,1017,31,13,10,21,6,,0.00,5,Fog,292<br />
2014-6-17,22,18,13,12,10,7,88,59,28,1020,1019,1018,31,13,10,14,6,,0.00,3,Rain,333<br />
2014-6-18,24,16,8,10,7,0,88,51,14,1021,1019,1017,10,10,10,19,6,,0.00,5,Fog,288<br />
2014-6-19,19,16,13,12,9,7,82,65,44,1017,1014,1011,31,12,10,34,18,47,0.00,6,Rain,275<br />
2014-6-20,19,16,12,10,8,5,88,60,31,1014,1012,1010,31,12,8,26,19,45,0.00,6,Rain,291<br />
2014-6-21,18,14,11,12,9,7,88,69,41,1015,1014,1013,31,11,6,26,19,47,1.02,5,Rain,274<br />
2014-6-22,19,16,11,12,8,3,88,64,25,1019,1015,1014,31,13,10,26,18,40,2.03,5,Rain,282<br />
2014-6-23,19,14,9,7,5,3,76,51,24,1021,1019,1017,31,15,10,26,14,,0.00,6,,286<br />
2014-6-24,18,14,10,12,9,6,88,67,36,1018,1016,1014,31,11,10,21,10,42,4.06,5,Rain,293<br />
2014-6-25,14,12,11,12,11,9,100,87,59,1015,1013,1012,31,9,5,16,8,,18.03,7,Rain,5<br />
2014-6-26,20,13,6,12,9,5,100,71,33,1017,1016,1015,31,9,0,14,5,23,0.00,5,Fog-Rain-Thunderstorm,330<br />
2014-6-27,23,16,8,11,8,5,100,57,22,1017,1016,1014,31,15,9,14,3,,0.00,5,Fog-Rain,183<br />
2014-6-28,24,19,15,13,11,9,77,56,30,1014,1011,1008,31,16,10,21,8,,0.00,6,Rain,226<br />
2014-6-29,21,18,14,16,13,11,94,77,60,1009,1006,1003,31,14,10,26,10,,0.76,6,Rain,275<br />
2014-6-30,20,17,13,13,12,8,94,76,41,1015,1011,1009,31,13,9,26,10,,1.02,6,Rain,279<br />
2014-7-1,21,16,10,12,8,2,94,62,22,1019,1017,1015,31,11,10,26,11,42,0.00,2,Rain,280<br />
2014-7-2,21,15,9,11,8,7,88,62,32,1022,1020,1018,10,10,10,24,10,35,0.00,5,Fog,275<br />
2014-7-3,24,17,10,11,8,5,94,54,21,1024,1022,1019,31,15,10,23,10,,0.00,6,Fog,262<br />
2014-7-4,31,22,13,10,8,4,82,40,11,1020,1014,1008,31,28,26,19,6,35,0.00,,,172<br />
2014-7-5,29,24,21,15,12,8,68,45,25,1009,1007,1006,31,22,10,19,10,,0.00,6,Rain,136<br />
2014-7-6,30,24,18,17,14,12,83,53,24,1012,1011,1009,31,16,10,14,10,,0.00,4,,193<br />
2014-7-7,25,22,20,19,16,14,88,64,42,1017,1014,1010,31,11,10,24,13,,1.02,4,Rain,326<br />
2014-7-8,28,22,17,21,18,14,94,83,46,1015,1008,1003,31,12,6,29,8,,14.99,6,Rain-Thunderstorm,24<br />
2014-7-9,27,22,18,20,18,16,94,81,47,1007,1003,1001,26,10,3,29,11,,14.99,5,Rain-Thunderstorm,78<br />
2014-7-10,28,22,17,18,15,9,100,65,20,1011,1007,1005,31,11,0,29,11,,0.00,5,Fog-Rain,24<br />
2014-7-11,27,21,16,17,13,4,88,61,24,1012,1011,1009,31,12,9,27,10,47,0.25,3,Rain-Thunderstorm,11<br />
2014-7-12,21,17,13,15,12,10,88,74,54,1012,1011,1010,31,10,10,19,10,,2.03,3,Rain-Thunderstorm,349<br />
2014-7-13,22,17,11,14,12,9,97,74,36,1011,1008,1006,26,12,6,26,8,,5.08,6,Fog-Rain-Thunderstorm,227<br />
2014-7-14,24,20,15,17,15,13,94,71,41,1014,1010,1007,31,13,10,26,11,,0.00,6,Rain,229<br />
2014-7-15,25,21,17,16,13,9,94,60,28,1020,1018,1015,31,13,10,26,11,,0.00,5,Rain,274<br />
2014-7-16,26,21,17,15,13,12,82,58,36,1022,1021,1020,31,17,10,11,5,,0.00,4,,297<br />
2014-7-17,27,23,18,16,13,5,83,52,18,1022,1021,1020,31,21,10,14,6,,0.00,3,Rain,349<br />
2014-7-18,29,23,17,16,13,10,82,50,21,1021,1020,1018,31,22,10,11,6,,0.00,2,,353<br />
2014-7-19,32,26,18,15,12,6,73,42,12,1019,1016,1013,31,30,26,14,6,,0.00,,,22<br />
2014-7-20,34,27,19,17,13,9,73,40,14,1014,1011,1009,31,28,23,16,8,,0.00,,,20<br />
2014-7-21,30,26,21,17,14,10,78,50,22,1013,1010,1009,31,27,26,24,14,,0.00,,,42<br />
2014-7-22,30,24,18,16,13,9,83,51,19,1019,1016,1013,31,23,10,24,13,37,0.00,2,,29<br />
2014-7-23,29,23,18,14,11,5,77,44,15,1020,1018,1016,31,21,10,27,13,45,0.00,2,,25<br />
2014-7-24,23,19,16,16,13,11,94,67,48,1018,1017,1016,31,14,10,26,10,,2.03,8,Rain,28<br />
2014-7-25,23,20,17,18,17,15,94,82,57,1016,1014,1013,31,13,7,24,11,34,3.05,7,Rain-Thunderstorm,51<br />
2014-7-26,29,23,17,18,16,12,100,69,26,1015,1014,1012,31,11,1,13,6,29,0.00,4,Fog-Rain,68<br />
2014-7-27,31,26,19,18,16,9,83,57,18,1014,1013,1012,31,19,10,16,5,,0.00,6,Rain,302<br />
2014-7-28,28,24,20,19,18,16,88,67,43,1014,1012,1010,26,14,8,19,8,,1.02,6,Rain,353<br />
2014-7-29,30,25,20,19,18,16,88,72,36,1010,1008,1006,26,14,6,21,6,,5.08,5,Rain-Thunderstorm,2<br />
2014-7-30,26,22,19,21,19,16,94,85,56,1011,1007,1006,26,8,0,21,6,,2.03,7,Fog-Rain-Thunderstorm,299<br />
2014-7-31,24,20,16,18,13,9,94,63,30,1015,1014,1011,31,19,10,16,10,,0.00,5,Rain,295<br />
2014-8-1,27,20,14,15,12,8,94,55,21,1015,1014,1012,31,16,10,19,5,,0.00,2,Fog,142<br />
2014-8-2,29,24,19,18,16,13,78,57,34,1013,1010,1008,31,14,10,26,13,,0.00,4,Rain-Thunderstorm,104<br />
2014-8-3,28,24,20,19,18,15,88,69,41,1010,1009,1007,31,15,10,14,8,,0.25,4,Rain,268<br />
2014-8-4,23,21,19,19,16,14,88,74,49,1016,1013,1009,31,14,10,18,11,,0.00,6,Rain,281<br />
2014-8-5,26,21,16,17,15,11,94,73,33,1018,1016,1015,31,16,10,19,8,,0.76,5,Rain,294<br />
2014-8-6,26,20,14,16,11,2,94,59,15,1018,1017,1015,31,18,10,19,8,,0.00,3,Fog,268<br />
2014-8-7,25,19,13,16,13,10,94,63,38,1016,1014,1013,31,18,10,16,6,,0.00,6,Fog-Rain-Thunderstorm,165<br />
2014-8-8,26,20,14,16,13,9,100,63,25,1016,1014,1012,31,14,5,13,5,,0.00,2,Fog,292<br />
2014-8-9,28,23,17,18,14,12,88,57,33,1015,1010,1007,31,17,9,26,11,,2.03,4,Rain,226<br />
